Year Published,Min Players,Max Players,Play Time,Rating Average,BGG Rank,Complexity Average
2013,2,4,45,7.15,11250,2.25
2016,2,8,90,7.15,2892,2.29
2019,2,2,60,7.15,7332,2.33
2007,3,6,60,7.15,6678,2.4
2014,2,5,75,7.15,1416,2.46
2020,1,2,120,7.15,11514,2.5
2015,2,2,90,7.15,11871,2.5
2018,2,2,120,7.15,2369,2.53
2017,3,6,60,7.15,1071,2.55
2016,1,1,60,7.15,7996,2.67
2015,1,3,45,7.15,9535,2.67
2005,2,2,60,7.15,9572,2.67
2016,2,4,80,7.15,1498,2.71
2008,1,2,180,7.15,6541,2.89
2010,2,4,30,7.15,2670,2.94
2014,2,5,90,7.15,1102,2.99
2005,2,2,60,7.15,9171,3
2019,1,2,120,7.15,11785,3
2014,2,4,90,7.15,12159,3.17
2016,2,4,90,7.15,1511,3.2
2005,2,2,120,7.15,7366,3.24
2007,3,5,90,7.15,704,3.25
2012,1,5,120,7.15,789,3.87
2016,1,4,120,7.15,1695,4.36
2011,2,4,180,7.15,8666,4.5
2020,4,10,20,7.16,8133,1
2017,3,10,500,7.16,7901,1
2019,2,5,20,7.16,1116,1.24
2017,4,99,30,7.16,4745,1.33
2015,3,6,45,7.16,2634,1.38
2014,2,4,15,7.16,4329,1.5
2017,2,5,60,7.16,12245,1.5
2020,2,6,20,7.16,4424,1.71
2014,2,5,30,7.16,5699,1.82
2016,2,4,75,7.16,4034,1.88
2017,1,1,90,7.16,7823,1.9
2019,1,4,25,7.16,9241,2
2020,1,4,60,7.16,10338,2
2019,3,6,90,7.16,11438,2
2019,1,6,15,7.16,4439,2
2018,2,5,40,7.16,11023,2
2019,1,4,60,7.16,3391,2
2019,2,4,30,7.16,3740,2.2
2012,2,6,60,7.16,419,2.24
2014,2,2,60,7.16,638,2.3
2019,2,4,60,7.16,7991,2.33
2013,2,2,120,7.16,11097,2.33
2014,2,7,90,7.16,1085,2.37
2008,1,1,60,7.16,5002,2.37
2010,2,2,60,7.16,5238,2.37
2020,2,4,60,7.16,4633,2.38
2019,2,4,90,7.16,1749,2.45
2019,1,1,60,7.16,12292,2.5
2017,3,5,70,7.16,2328,2.52
2017,3,4,75,7.16,2044,2.53
2012,1,6,60,7.16,481,2.54
2015,2,4,50,7.16,1408,2.57
2016,1,5,90,7.16,1320,2.63
2016,2,5,100,7.16,3105,2.78
2018,3,6,90,7.16,3890,2.8
2011,2,5,90,7.16,722,2.9
2003,3,6,90,7.16,4969,3.1
2002,2,2,240,7.16,7017,3.17
2017,2,5,180,7.16,1792,3.21
2018,2,4,120,7.16,14521,3.25
2014,2,4,30,7.16,1210,3.59
2009,2,4,120,7.16,825,3.69
2014,2,4,120,7.16,3525,4.14
2000,2,16,15,7.17,11231,1
2018,2,2,15,7.17,10285,1
2018,2,6,40,7.17,11919,1
2012,5,10,20,7.17,656,1.16
2020,1,4,90,7.17,4637,1.5
2020,2,4,40,7.17,8359,1.5
2013,2,4,30,7.17,946,1.65
2018,1,4,60,7.17,9007,1.75
2018,2,2,30,7.17,1318,1.88
2014,2,5,35,7.17,1502,1.92
2020,2,2,20,7.17,3615,2
2019,1,5,90,7.17,10227,2
2020,1,5,30,7.17,3807,2
2009,2,4,45,7.17,9030,2
2011,2,2,30,7.17,5078,2
2018,2,4,40,7.17,1405,2.11
2001,2,6,45,7.17,11934,2.17
2006,2,2,60,7.17,11730,2.2
2006,2,4,45,7.17,509,2.27
2016,1,4,90,7.17,9860,2.33
2005,3,5,75,7.17,553,2.36
2012,2,4,45,7.17,507,2.39
2019,2,4,90,7.17,11430,2.5
2020,1,2,30,7.17,5602,2.6
2015,2,2,30,7.17,6640,2.67
2008,2,6,120,7.17,10026,2.67
2001,3,4,90,7.17,695,2.68
2013,1,4,60,7.17,736,2.71
2011,3,5,60,7.17,962,2.74
2014,2,2,120,7.17,6043,2.75
2014,2,6,90,7.17,658,2.78
2018,1,4,120,7.17,3086,2.78
2014,1,4,60,7.17,865,2.82
2000,2,10,120,7.17,11890,2.83
2004,2,2,30,7.17,2855,2.89
2005,2,2,180,7.17,1746,2.92
2011,1,4,90,7.17,3726,3.11
2003,2,2,180,7.17,4078,3.21
2008,2,4,60,7.17,2072,3.5
2016,1,5,75,7.17,618,3.6
2012,2,6,180,7.17,1369,3.61
2017,2,5,720,7.17,8560,4
2017,2,5,35,7.18,11978,1
2018,2,2,30,7.18,10316,1
2013,2,4,10,7.18,6407,1.14
2017,4,10,10,7.18,786,1.19
2019,2,5,50,7.18,9459,1.25
2011,2,6,30,7.18,311,1.49
2004,2,4,45,7.18,728,1.5
2016,1,2,60,7.18,3820,1.56
2017,1,4,60,7.18,3785,1.67
2018,3,5,75,7.18,12854,1.67
2010,2,2,10,7.18,3424,1.71
2015,1,5,5,7.18,6197,1.71
2019,2,4,40,7.18,1172,1.73
2012,2,2,45,7.18,5813,1.73
2017,2,4,40,7.18,850,1.74
2016,4,8,30,7.18,1880,1.8
2018,2,10,1440,7.18,2783,1.8
2013,2,7,60,7.18,639,1.86
2011,2,4,60,7.18,1545,1.92
2019,2,2,45,7.18,2603,1.92
2018,2,4,45,7.18,1832,1.96
2018,2,2,30,7.18,2262,1.96
2014,2,5,45,7.18,458,1.99
2017,3,6,120,7.18,6597,2
2019,2,4,60,7.18,13689,2
2016,2,2,120,7.18,10607,2
2013,2,2,10,7.18,6376,2
2020,1,6,60,7.18,8616,2
2019,1,4,40,7.18,5942,2
2017,1,5,20,7.18,11032,2
2018,2,4,60,7.18,3682,2.17
2013,2,4,30,7.18,1345,2.28
2017,1,6,180,7.18,2932,2.3
2012,2,6,30,7.18,5493,2.31
2017,2,2,30,7.18,2357,2.33
2021,1,4,75,7.18,12496,2.33
2011,2,4,75,7.18,1121,2.35
2006,1,2,300,7.18,4113,2.37
2018,8,16,60,7.18,5237,2.4
2013,2,2,180,7.18,9170,2.46
2012,2,2,45,7.18,12250,2.5
2019,1,4,75,7.18,12691,2.5
2015,2,4,75,7.18,1007,2.54
2012,2,4,60,7.18,700,2.62
2019,2,6,75,7.18,1022,2.62
2015,1,5,70,7.18,1809,2.63
2008,2,2,70,7.18,8489,2.7
2006,2,2,60,7.18,1982,2.7
2015,2,8,240,7.18,5920,2.75
2012,2,4,20,7.18,11093,2.75
2018,2,4,60,7.18,2717,2.84
2013,2,4,60,7.18,563,2.85
2011,2,5,120,7.18,716,2.89
2018,2,5,90,7.18,5156,3
2017,2,5,120,7.18,2027,3.19
2012,1,4,240,7.18,782,3.2
2004,1,6,180,7.18,5658,3.39
2002,2,2,360,7.18,5406,3.6
2010,2,2,30,7.18,8978,3.8
2014,2,4,15,7.19,1054,1.1
2019,2,5,15,7.19,659,1.22
2015,1,1,60,7.19,8081,1.33
2020,3,6,15,7.19,6122,1.43
2018,1,6,30,7.19,750,1.44
2019,2,4,40,7.19,11532,1.5
2007,2,4,30,7.19,368,1.68
2017,2,2,15,7.19,1141,1.71
2019,2,5,60,7.19,7012,1.75
2020,3,6,45,7.19,12148,1.75
2020,1,6,60,7.19,2229,1.89
2018,1,4,20,7.19,1579,1.9
2013,2,2,30,7.19,6199,1.9
2016,1,4,30,7.19,5447,1.94
2019,1,4,60,7.19,9596,2
2020,1,4,90,7.19,10698,2
2019,1,5,45,7.19,9082,2
2016,2,2,20,7.19,13262,2
2017,2,2,30,7.19,1988,2.11
2016,2,4,45,7.19,3741,2.13
2007,2,4,10,7.19,10397,2.13
2010,1,1,45,7.19,4592,2.14
2002,2,2,30,7.19,534,2.19
2019,1,4,60,7.19,1840,2.25
2012,2,7,360,7.19,6111,2.26
2016,1,6,60,7.19,3018,2.27
2019,1,5,75,7.19,7578,2.33
2004,1,4,60,7.19,4393,2.4
2015,2,5,75,7.19,486,2.4
2020,2,4,30,7.19,7505,2.4
2007,2,5,90,7.19,355,2.43
2016,3,5,60,7.19,4476,2.44
2015,3,5,90,7.19,1024,2.47
2016,1,6,90,7.19,4214,2.47
2017,1,2,40,7.19,607,2.58
2016,2,4,45,7.19,821,2.63
2018,2,4,40,7.19,8756,2.67
2011,2,5,75,7.19,442,2.71
2016,2,4,120,7.19,829,2.73
2019,2,2,45,7.19,2711,2.77
2018,2,4,120,7.19,2301,2.78
2016,2,5,120,7.19,9467,2.8
2014,1,2,60,7.19,10141,2.89
2000,2,99,120,7.19,3244,2.91
2012,2,2,60,7.19,666,2.96
2011,2,2,180,7.19,10173,3
2010,2,4,120,7.19,11815,3.14
2009,2,2,180,7.19,6770,3.17
2004,3,4,180,7.19,3259,3.27
2015,1,5,600,7.19,4390,3.4
2013,2,2,45,7.19,1699,3.41
2013,2,5,90,7.19,833,3.44
2006,2,4,150,7.19,5391,3.62
2020,2,4,120,7.19,5482,3.67
2019,1,4,90,7.19,3461,3.7
2006,2,2,30,7.19,5875,3.7
2004,2,2,360,7.19,9395,3.75
2012,2,7,3000,7.19,8131,4.13
2000,2,2,360,7.19,9037,4.14
2019,2,4,20,7.2,8139,1
2016,3,7,25,7.2,12796,1
2017,2,6,20,7.2,7542,1
2020,3,5,30,7.2,11507,1
2013,4,7,45,7.2,11976,1
2010,2,4,15,7.2,3485,1.12
2016,1,6,20,7.2,1014,1.15
2017,4,8,30,7.2,2489,1.2
2018,4,8,45,7.2,1494,1.44
2008,5,68,90,7.2,974,1.49
2001,1,1,30,7.2,3745,1.5
2018,3,5,45,7.2,11741,1.5
2018,3,6,45,7.2,15419,1.5
2017,1,4,60,7.2,1743,1.53
2018,2,5,40,7.2,3406,1.56
2017,2,5,20,7.2,2865,1.67
2019,1,2,25,7.2,4178,1.67
2019,2,5,40,7.2,6667,1.67
2019,2,5,40,7.2,3114,1.73
2016,2,4,25,7.2,12842,1.75
2018,2,5,45,7.2,15141,1.75
2021,1,1,25,7.2,11918,1.8
2008,2,4,30,7.2,10720,1.85
2018,2,5,45,7.2,3396,1.86
2016,1,4,90,7.2,8431,1.86
2004,2,4,30,7.2,11129,1.89
2014,3,4,60,7.2,817,1.95
2016,2,7,45,7.2,684,1.96
2008,2,10,60,7.2,518,1.97
2020,1,2,20,7.2,11769,2
2018,1,5,60,7.2,10517,2
2020,2,5,45,7.2,6281,2
2021,1,4,45,7.2,12573,2
2020,2,4,45,7.2,12046,2
2019,3,5,45,7.2,10037,2
2016,3,5,80,7.2,8658,2
2019,1,6,45,7.2,2806,2.14
2019,1,6,90,7.2,2823,2.14
2007,1,4,60,7.2,12553,2.14
2007,1,6,90,7.2,7413,2.22
2010,2,4,45,7.2,1099,2.35
2012,2,4,45,7.2,4142,2.41
2013,2,2,30,7.2,2345,2.44
2017,2,4,30,7.2,1003,2.5
2017,3,5,80,7.2,5476,2.5
2016,2,4,70,7.2,5618,2.5
2008,2,2,30,7.2,11840,2.57
2008,1,1,90,7.2,4381,2.68
2017,1,4,90,7.2,1093,2.7
2006,2,9,30,7.2,9150,2.72
2006,1,2,30,7.2,10159,2.73
2011,2,5,45,7.2,2249,2.74
2010,2,2,240,7.2,10994,2.77
2017,3,5,60,7.2,3494,2.8
2001,2,2,120,7.2,10414,2.86
2017,2,4,60,7.2,1399,2.92
2000,2,2,180,7.2,10519,3
2013,2,4,60,7.2,11962,3
2015,3,4,90,7.2,7764,3.13
2017,2,4,120,7.2,5839,3.33
2011,2,2,300,7.2,11513,3.36
2013,2,5,200,7.2,6097,3.42
2016,1,4,20,7.2,4545,1.2
2013,2,2,60,7.2,10464,1.3
2020,3,6,45,7.2,6615,1.33
2014,2,8,10,7.2,6786,1.38
2020,2,4,30,7.2,3247,1.4
2017,2,6,60,7.2,3094,1.5
2016,2,6,20,7.2,7879,1.5
2017,1,4,45,7.2,8218,1.5
2012,2,2,30,7.2,9895,1.5
2016,4,8,30,7.2,10055,1.5
2015,2,4,20,7.2,13209,1.6
2020,1,5,20,7.2,8874,1.67
2018,3,7,45,7.2,1748,1.7
2019,2,6,50,7.2,1866,1.71
2017,1,6,45,7.2,4644,1.82
2015,2,5,30,7.2,404,1.94
2016,2,4,45,7.2,822,1.99
2020,1,2,60,7.2,13196,2
2017,1,1,120,7.2,8857,2
2021,1,7,60,7.2,10479,2
2015,1,2,90,7.2,8241,2
2019,2,4,30,7.2,11622,2
2017,2,4,60,7.2,4961,2
2012,2,4,30,7.2,11671,2
2016,2,4,40,7.2,408,2.1
2020,2,5,75,7.2,1311,2.1
2017,1,6,75,7.2,914,2.13
2016,2,4,45,7.2,3592,2.14
2009,1,6,120,7.2,432,2.16
2013,1,1,60,7.2,10683,2.17
2011,2,6,45,7.2,345,2.21
2004,2,4,45,7.2,681,2.26
2015,2,6,30,7.2,3003,2.29
2017,2,4,45,7.2,8014,2.33
2007,2,2,60,7.2,10829,2.33
2014,2,2,60,7.2,767,2.37
2017,3,6,45,7.2,1782,2.42
2015,2,6,60,7.2,10043,2.5
2021,2,5,90,7.2,5412,2.54
2003,2,2,180,7.2,2987,2.65
2013,1,4,90,7.2,439,2.71
2017,2,4,60,7.2,1482,2.74
2011,2,4,60,7.2,944,2.76
2017,3,5,75,7.2,1228,2.81
2010,2,2,180,7.2,3903,2.84
2019,2,5,45,7.2,2171,2.9
2018,2,5,90,7.2,1594,2.96
2013,2,4,120,7.2,1275,3.24
2016,2,2,30,7.2,10128,3.25
2017,2,4,120,7.2,7892,3.5
2009,3,6,120,7.2,2484,3.75
2016,2,5,120,7.2,2053,3.76
2019,3,5,15,7.21,6162,1
2019,2,2,15,7.21,13136,1
2011,3,6,45,7.21,376,1.14
2014,2,4,20,7.21,7103,1.38
2015,2,4,40,7.21,459,1.46
2019,2,6,45,7.21,7244,1.5
2016,1,2,20,7.21,2936,1.71
2018,2,5,60,7.21,2747,1.73
2008,1,4,45,7.21,4952,1.73
2020,2,5,60,7.21,1855,1.88
2017,2,4,45,7.21,576,1.97
2017,2,5,60,7.21,5170,2
2017,2,4,60,7.21,8113,2
2013,1,3,30,7.21,11321,2
2016,2,5,60,7.21,12157,2
2019,2,5,30,7.21,10309,2
2020,1,4,90,7.21,6842,2
2019,2,2,30,7.21,6107,2
2019,5,8,45,7.21,5049,2
2020,1,4,90,7.21,6466,2.13
2009,1,4,45,7.21,1010,2.16
2014,1,1,30,7.21,7302,2.17
2018,2,4,45,7.21,11957,2.25
2018,1,4,90,7.21,840,2.29
2018,2,4,90,7.21,1341,2.3
2009,2,6,30,7.21,3974,2.3
2017,1,5,45,7.21,1586,2.3
2018,1,5,60,7.21,6633,2.45
2017,1,4,45,7.21,609,2.56
2005,2,99,90,7.21,6967,2.68
2012,2,4,20,7.21,1270,2.7
2007,2,6,90,7.21,12087,2.71
2020,1,5,90,7.21,5322,2.75
2012,2,4,90,7.21,396,2.77
2015,2,4,120,7.21,1097,2.99
2018,1,4,120,7.21,12236,3
2015,1,5,120,7.21,11468,3
2019,3,6,180,7.21,9697,3.11
2010,2,4,240,7.21,4613,3.13
2014,2,6,150,7.21,680,3.18
2017,2,4,120,7.21,8316,3.2
2016,2,4,120,7.21,573,3.28
2011,2,5,90,7.21,927,3.33
2003,3,5,180,7.21,466,3.45
2007,2,4,120,7.21,831,3.46
2007,2,2,480,7.21,6857,3.54
2016,2,2,720,7.21,12309,4.33
2018,1,1,30,7.22,12142,1.33
2015,2,4,20,7.22,1394,1.5
2015,2,2,90,7.22,10566,1.5
2020,2,2,15,7.22,11336,1.5
2009,1,1,45,7.22,10896,1.57
2017,1,4,30,7.22,1722,1.67
2017,2,2,20,7.22,689,1.68
2019,2,8,45,7.22,6350,1.8
2016,2,2,40,7.22,1739,1.81
2018,2,4,45,7.22,854,1.95
2017,8,28,30,7.22,7985,2
2016,2,5,60,7.22,10965,2
2020,3,5,35,7.22,11588,2
2005,2,4,30,7.22,5465,2.1
2015,2,5,75,7.22,2307,2.11
2020,2,5,85,7.22,7358,2.14
2021,1,4,45,7.22,5067,2.17
2018,1,4,300,7.22,1180,2.18
2017,2,4,45,7.22,3429,2.2
2017,2,4,90,7.22,923,2.22
2005,2,4,90,7.22,457,2.23
2018,2,4,45,7.22,852,2.3
2018,1,4,60,7.22,1740,2.3
2018,1,2,45,7.22,939,2.35
2018,1,1,30,7.22,4378,2.38
2019,2,4,80,7.22,3234,2.39
2017,1,3,90,7.22,1822,2.42
2011,2,5,60,7.22,399,2.5
2015,2,2,45,7.22,4448,2.5
2015,3,6,30,7.22,8568,2.5
2019,2,5,90,7.22,8722,2.5
2016,2,4,120,7.22,3027,2.53
2009,2,2,30,7.22,851,2.54
2018,2,5,90,7.22,4795,2.57
2015,2,8,60,7.22,551,2.58
2016,1,5,90,7.22,560,2.58
2011,1,2,450,7.22,6406,2.59
2014,1,1,60,7.22,5436,2.63
2009,2,2,45,7.22,612,2.73
2007,3,5,90,7.22,454,2.75
2016,1,6,90,7.22,542,2.81
2009,1,2,240,7.22,7259,2.82
2018,2,4,45,7.22,578,2.9
2015,2,4,30,7.22,744,2.9
2014,2,99,30,7.22,3004,2.94
2017,2,4,80,7.22,557,2.95
2015,2,2,30,7.22,1737,3
2007,2,5,180,7.22,8417,3.1
2016,2,5,90,7.22,2340,3.32
2009,2,4,90,7.22,5764,3.4
2012,2,4,120,7.22,3045,3.5
2011,2,4,120,7.22,709,3.51
2018,2,4,90,7.22,4966,3.7
2014,1,6,90,7.22,14566,4
2020,2,5,15,7.23,8966,1
2020,2,6,15,7.23,7536,1
2020,2,6,15,7.23,1938,1.18
2019,2,4,45,7.23,3257,1.18
2012,2,4,20,7.23,284,1.19
2018,3,5,30,7.23,3605,1.22
2020,1,4,25,7.23,7781,1.33
2019,3,5,30,7.23,2130,1.4
2017,2,6,15,7.23,844,1.47
2016,4,8,50,7.23,2808,1.5
2018,2,6,40,7.23,6313,1.5
2020,2,2,20,7.23,9056,1.5
2017,2,4,30,7.23,10537,1.5
2009,2,2,60,7.23,7795,1.67
2009,4,12,30,7.23,2988,1.7
2011,1,1,30,7.23,8225,1.85
2019,3,6,45,7.23,4830,1.92
2008,2,2,50,7.23,11974,2
2017,2,2,60,7.23,12098,2
2018,1,5,60,7.23,3549,2.17
2017,2,4,60,7.23,1058,2.19
2017,2,8,120,7.23,7466,2.2
2011,2,4,60,7.23,461,2.21
2009,1,1,25,7.23,5479,2.34
2016,2,11,90,7.23,3533,2.35
2017,1,2,45,7.23,1160,2.36
2018,1,4,40,7.23,1337,2.4
2015,2,5,120,7.23,543,2.4
2018,1,4,90,7.23,9916,2.5
2012,1,4,60,7.23,4687,2.57
2017,2,2,30,7.23,2991,2.7
2012,1,6,120,7.23,1705,2.72
2015,2,4,60,7.23,424,2.76
2007,2,6,60,7.23,456,2.78
2007,2,5,120,7.23,631,2.87
2008,2,2,180,7.23,8244,2.91
2009,2,6,180,7.23,3389,3.18
2017,2,5,240,7.23,8941,3.33
2016,3,5,90,7.23,1745,3.6
2010,2,5,120,7.23,1124,3.63
2014,2,7,240,7.23,8984,3.86
2016,2,16,97,7.24,4355,1
2020,2,8,20,7.24,11619,1
2020,4,8,15,7.24,8185,1
2020,3,6,40,7.24,10745,1
2019,2,4,15,7.24,1064,1.2
2019,2,4,30,7.24,7982,1.25
2016,3,7,45,7.24,3894,1.33
2018,3,99,45,7.24,5335,1.5
2019,1,5,40,7.24,9172,1.5
2020,1,4,90,7.24,10660,1.5
2019,2,4,30,7.24,4265,1.56
2018,2,2,20,7.24,3854,1.63
2019,2,4,30,7.24,8772,1.75
2007,2,5,45,7.24,2837,1.89
2018,1,99,20,7.24,1997,1.9
2018,1,4,60,7.24,4753,1.91
2020,2,4,30,7.24,2417,1.96
2016,2,4,30,7.24,7115,2
2016,2,4,30,7.24,2972,2
2017,1,6,180,7.24,7111,2
2018,3,4,45,7.24,6005,2
2016,2,2,30,7.24,9265,2
2015,2,4,30,7.24,2022,2.14
2020,1,4,45,7.24,2940,2.3
2017,1,4,60,7.24,3000,2.33
2018,1,6,120,7.24,1916,2.4
2017,1,5,90,7.24,9844,2.4
2017,1,2,180,7.24,8154,2.44
2014,2,5,75,7.24,1818,2.46
2015,1,4,90,7.24,652,2.49
2018,2,2,45,7.24,9817,2.5
2019,2,4,80,7.24,11330,2.5
2010,2,4,60,7.24,838,2.55
2017,1,6,120,7.24,873,2.55
2020,2,2,30,7.24,3297,2.55
2019,2,5,90,7.24,9323,2.67
2002,2,4,90,7.24,586,2.7
2014,2,4,75,7.24,1090,2.72
2018,3,4,120,7.24,4249,2.9
2020,1,6,120,7.24,8942,3
2018,1,4,90,7.24,2189,3.36
2011,2,5,120,7.24,515,3.4
2009,2,4,90,7.24,702,3.4
2011,2,6,360,7.24,10880,3.5
2002,2,2,60,7.24,2743,3.52
2016,2,4,150,7.24,2773,3.95
2007,4,12,45,7.25,3725,1.1
2019,1,4,15,7.25,3681,1.5
2017,2,2,30,7.25,417,1.59
2020,1,2,20,7.25,10747,1.67
2019,1,2,15,7.25,11597,1.67
2011,1,1,50,7.25,7792,1.86
2019,1,4,40,7.25,3362,1.89
2019,2,2,60,7.25,4264,2
2020,2,4,60,7.25,11853,2
2019,2,8,45,7.25,6626,2
2020,2,4,30,7.25,8016,2
2014,2,6,30,7.25,10204,2
2013,2,2,45,7.25,524,2.13
2018,1,4,90,7.25,1261,2.14
2012,1,1,60,7.25,8884,2.17
2019,2,2,30,7.25,1387,2.2
2019,2,4,60,7.25,11701,2.25
2004,2,4,60,7.25,293,2.29
2017,1,4,60,7.25,14616,2.29
2014,2,4,60,7.25,1202,2.33
2018,2,4,60,7.25,5091,2.43
2014,2,2,60,7.25,7050,2.5
2018,3,6,120,7.25,8901,2.5
2020,1,1,45,7.25,12048,2.5
2007,2,4,60,7.25,433,2.54
2001,3,5,60,7.25,863,2.54
2019,2,4,60,7.25,1236,2.54
2011,1,5,60,7.25,630,2.59
2014,2,2,45,7.25,706,2.66
2018,1,4,60,7.25,8878,2.67
2015,2,5,45,7.25,9705,2.67
2013,2,8,180,7.25,2543,2.72
2010,2,4,60,7.25,334,2.74
2019,2,7,90,7.25,7845,2.75
2016,1,2,45,7.25,4004,2.8
2015,1,5,90,7.25,2617,2.81
2020,1,4,180,7.25,3402,2.83
2014,1,3,90,7.25,1711,2.93
2015,2,5,90,7.25,8541,3
2019,1,4,45,7.25,11791,3
2013,2,6,60,7.25,406,3.11
2009,2,5,90,7.25,474,3.18
2009,2,4,120,7.25,621,3.23
2017,2,4,180,7.25,6693,3.29
2019,2,4,120,7.25,12804,3.67
2015,2,4,120,7.25,2633,3.71
2014,1,4,900,7.25,6193,3.85
2008,2,6,15,7.26,4984,1
2018,3,99,45,7.26,7834,1
2018,2,4,30,7.26,1775,1
2008,3,6,30,7.26,278,1.22
2020,2,6,45,7.26,3398,1.25
2016,2,8,15,7.26,321,1.27
2020,3,10,30,7.26,3644,1.27
2020,2,6,20,7.26,11529,1.67
2018,1,2,15,7.26,754,1.76
2016,2,2,60,7.26,4212,1.76
2014,2,6,60,7.26,10900,1.8
2018,1,6,180,7.26,11169,2
2019,2,2,60,7.26,4180,2
2018,2,4,40,7.26,7986,2
2016,2,4,45,7.26,11832,2
2019,1,4,60,7.26,842,2.1
2007,2,4,45,7.26,1642,2.1
2019,2,4,30,7.26,2387,2.1
2016,1,1,90,7.26,8661,2.14
2018,2,4,60,7.26,1043,2.16
2013,3,6,120,7.26,3239,2.17
2018,2,4,30,7.26,7679,2.17
2014,1,1,30,7.26,3852,2.21
2019,2,2,60,7.26,2871,2.22
2020,2,4,75,7.26,5103,2.27
2018,2,4,120,7.26,6718,2.29
2018,2,4,45,7.26,5218,2.3
2009,2,4,60,7.26,511,2.31
2009,2,4,45,7.26,3710,2.35
2009,2,5,80,7.26,255,2.36
2020,1,6,75,7.26,4976,2.4
2015,2,5,120,7.26,2167,2.5
2018,1,5,60,7.26,6852,2.5
2015,2,2,30,7.26,10550,2.5
2016,4,8,60,7.26,12457,2.5
2017,2,4,60,7.26,12591,2.5
2010,1,2,120,7.26,6811,2.55
2017,3,5,90,7.26,6837,2.6
2010,2,2,180,7.26,6767,2.62
2017,2,2,240,7.26,7616,2.67
2016,1,2,120,7.26,10114,2.67
2012,2,3,360,7.26,10894,2.7
2019,2,5,60,7.26,9109,2.75
2007,3,5,90,7.26,745,2.78
2015,1,1,45,7.26,9375,2.78
2020,1,5,120,7.26,3433,2.8
2013,2,2,120,7.26,8486,2.8
2009,2,4,120,7.26,593,2.81
2007,2,2,180,7.26,2383,2.81
2008,3,4,90,7.26,661,2.83
2017,2,6,120,7.26,9382,2.83
2015,2,4,75,7.26,1005,2.84
2017,2,4,25,7.26,434,2.9
2002,1,2,120,7.26,4733,3.18
2012,2,2,960,7.26,10228,3.22
2017,1,5,180,7.26,3078,3.44
2011,3,5,180,7.26,9776,3.5
2005,1,8,240,7.26,333,3.58
2010,2,2,400,7.26,9161,3.7
2006,2,4,180,7.26,5673,4.25
2020,2,10,30,7.27,14317,1
2017,2,10,15,7.27,3347,1
2018,2,10,30,7.27,4880,1
2016,3,6,45,7.27,7210,1
2019,4,8,15,7.27,4037,1.13
2015,2,4,20,7.27,567,1.2
2020,2,4,10,7.27,4219,1.2
2020,1,4,60,7.27,12469,1.25
2020,1,1,15,7.27,3859,1.29
2019,1,4,20,7.27,9432,1.4
2018,2,4,30,7.27,13486,1.5
2020,2,6,90,7.27,2529,1.63
2020,2,3,25,7.27,11174,1.67
2016,3,5,45,7.27,13082,1.67
2020,2,4,90,7.27,8695,1.8
2019,2,8,40,7.27,1131,1.91
2016,1,2,30,7.27,1626,1.91
2020,2,2,5,7.27,4336,1.92
2011,2,4,45,7.27,281,1.98
2019,2,8,90,7.27,6055,2
2019,2,4,60,7.27,6322,2
2020,1,4,240,7.27,9485,2
2019,2,4,60,7.27,3443,2
2018,2,12,15,7.27,13801,2
2015,2,2,60,7.27,1340,2.19
2008,2,2,45,7.27,4698,2.19
2019,1,4,60,7.27,1075,2.27
2015,2,2,60,7.27,1467,2.33
2016,1,2,150,7.27,7971,2.33
2019,2,5,60,7.27,4091,2.38
2013,2,2,180,7.27,5947,2.42
2014,3,4,75,7.27,3670,2.47
2018,2,4,90,7.27,10406,2.5
2004,2,8,45,7.27,6276,2.58
2011,2,5,90,7.27,402,2.59
2018,3,4,90,7.27,4064,2.67
2000,2,2,240,7.27,4903,2.67
2014,1,4,30,7.27,5574,2.71
2017,2,2,45,7.27,4815,2.75
2012,2,5,45,7.27,3110,2.78
2005,2,2,30,7.27,3629,2.79
2018,2,5,50,7.27,12943,2.8
2019,1,5,90,7.27,1568,2.82
2019,1,4,90,7.27,1919,2.87
2017,2,4,30,7.27,5674,3
2020,2,4,120,7.27,6944,3.2
2010,2,2,120,7.27,858,3.21
2011,2,2,240,7.27,9518,3.22
2015,2,4,90,7.27,1154,3.3
2019,2,4,90,7.27,12196,3.33
2018,1,3,90,7.27,3122,3.5
2001,1,2,360,7.27,3089,3.7
2015,1,4,180,7.27,1314,3.77
2011,2,2,240,7.27,4310,3.8
2019,2,30,15,7.28,7903,1
2019,1,6,15,7.28,10659,1
2020,2,2,10,7.28,11234,1
2017,2,4,20,7.28,708,1.12
2016,2,6,30,7.28,8632,1.14
2019,1,5,20,7.28,11673,1.33
2014,4,4,15,7.28,890,1.48
2019,2,4,30,7.28,12119,1.5
2018,1,6,30,7.28,484,1.52
2011,3,6,25,7.28,726,1.53
2009,5,10,30,7.28,272,1.61
2018,2,5,45,7.28,2556,1.73
2012,2,2,50,7.28,11618,1.75
2018,2,6,90,7.28,12241,1.75
2017,2,4,15,7.28,3277,1.8
2020,2,4,45,7.28,4300,1.82
2019,2,5,45,7.28,4811,1.91
2019,2,2,30,7.28,6068,2
2020,1,5,45,7.28,4087,2
2013,2,2,20,7.28,9990,2
2010,2,2,240,7.28,6028,2.13
2015,2,2,45,7.28,788,2.15
2017,2,2,30,7.28,7767,2.2
2007,2,2,15,7.28,5845,2.31
