Year Published,Min Players,Max Players,Play Time,Rating Average,BGG Rank,Complexity Average
2013,2,5,30,6.24,6080,1.6
2010,2,2,15,6.24,14910,1.6
2005,2,4,30,6.24,8938,1.62
2015,2,5,45,6.24,5513,1.63
2003,2,4,20,6.24,4936,1.65
2001,2,5,60,6.24,5649,1.67
2019,1,1,15,6.24,13377,1.67
2016,3,6,45,6.24,14669,1.67
2003,2,4,30,6.24,8767,1.68
2011,2,99,10,6.24,2542,1.7
2011,1,1,20,6.24,12451,1.7
2012,2,6,30,6.24,6137,1.75
2014,2,2,30,6.24,6601,1.75
2016,2,2,30,6.24,10341,1.75
2016,2,4,40,6.24,12609,1.8
2015,1,4,30,6.24,4702,1.82
2003,2,4,30,6.24,11449,1.82
2012,2,4,15,6.24,14206,1.86
2009,2,5,45,6.24,6585,1.94
2005,2,4,45,6.24,8594,2
2015,2,6,60,6.24,14207,2
2012,2,4,30,6.24,11217,2
2006,2,4,30,6.24,9023,2
2019,2,4,60,6.24,12400,2
2018,3,6,30,6.24,11002,2
2018,2,4,15,6.24,17020,2
2018,4,6,45,6.24,11319,2
2013,2,5,30,6.24,13292,2
2017,2,4,60,6.24,13534,2
2011,1,6,60,6.24,3447,2.2
2007,2,2,90,6.24,9221,2.39
2014,2,6,90,6.24,9470,2.5
2012,6,11,45,6.24,14177,2.5
2009,2,6,60,6.24,15352,2.5
2007,2,5,75,6.24,7315,2.75
2016,2,5,120,6.24,14840,3
2008,3,5,90,6.24,7689,3.6
2015,3,10,30,6.25,5569,1
2014,2,8,20,6.25,6050,1
2016,2,2,10,6.25,11194,1
2004,2,12,30,6.25,12792,1
2018,2,2,25,6.25,13968,1
2019,3,6,30,6.25,14158,1
2017,3,8,60,6.25,14175,1
2019,2,2,10,6.25,14487,1
2011,3,8,15,6.25,13890,1
2011,1,5,15,6.25,11454,1
2011,2,4,10,6.25,11627,1
2000,2,2,30,6.25,13658,1
2018,2,6,30,6.25,12881,1
2014,2,6,15,6.25,5501,1
2006,4,12,45,6.25,6568,1.16
2017,2,4,10,6.25,13794,1.25
2012,2,8,30,6.25,12620,1.29
2003,2,2,5,6.25,4715,1.31
2016,2,4,45,6.25,4380,1.36
2010,2,4,30,6.25,6534,1.39
2010,2,5,25,6.25,5611,1.48
2002,1,10,20,6.25,5028,1.49
2015,2,4,30,6.25,6264,1.55
2019,1,99,60,6.25,6176,1.57
2009,2,4,45,6.25,4615,1.64
2004,2,4,30,6.25,13620,1.71
2011,2,2,20,6.25,14130,1.71
2015,2,4,20,6.25,6126,1.8
2009,1,4,20,6.25,10304,1.82
2009,2,4,60,6.25,4597,1.83
2009,2,2,30,6.25,3685,1.89
2003,2,6,20,6.25,3409,1.9
2002,2,4,20,6.25,5578,1.91
2015,2,4,45,6.25,5250,1.92
2016,2,4,30,6.25,8118,2
2015,2,8,90,6.25,12799,2
2013,4,40,30,6.25,15795,2
2016,3,6,60,6.25,14287,2
2016,2,4,45,6.25,13897,2
2017,2,4,60,6.25,12065,2
2020,1,4,20,6.25,12326,2
2017,1,4,50,6.25,7720,2
2014,2,4,30,6.25,13587,2
2014,2,2,20,6.25,11899,2.13
2015,2,4,45,6.25,3684,2.17
2013,1,5,45,6.25,6778,2.2
2006,2,2,45,6.25,11922,2.25
2019,1,2,30,6.25,12465,2.33
2012,2,4,36,6.25,14434,2.38
2006,2,3,30,6.25,13466,2.42
2016,1,8,30,6.25,8345,2.5
2008,2,2,300,6.25,14813,2.5
2006,2,4,60,6.25,4268,2.58
2014,2,4,90,6.25,10259,2.59
2002,2,10,60,6.25,4866,2.71
2010,3,6,60,6.25,3676,2.8
2009,2,4,30,6.25,7478,2.8
2015,3,5,60,6.25,11858,3
2016,3,6,120,6.25,16314,3
2011,2,6,60,6.25,15192,3
2013,2,5,45,6.25,10161,3.1
2010,2,2,45,6.25,6251,3.3
2020,1,5,150,6.25,16086,3.83
2010,3,8,20,6.26,6979,1
2016,1,4,20,6.26,7938,1
2014,2,5,10,6.26,8685,1
2019,2,6,15,6.26,10559,1
2018,3,6,15,6.26,10873,1
2015,1,5,30,6.26,12147,1
2000,2,8,60,6.26,14535,1
2011,2,5,10,6.26,7634,1
2016,2,5,20,6.26,5624,1
2011,2,2,15,6.26,5440,1
2016,2,4,15,6.26,11883,1
2014,2,5,20,6.26,5768,1.13
2006,2,6,20,6.26,3755,1.17
2013,2,12,30,6.26,10347,1.25
2012,2,2,30,6.26,14036,1.29
2017,2,6,60,6.26,11334,1.33
2005,3,4,30,6.26,11236,1.42
2016,2,5,40,6.26,9537,1.5
2018,2,4,25,6.26,11596,1.5
2015,2,4,50,6.26,12762,1.5
2003,3,6,30,6.26,13433,1.57
2008,3,6,30,6.26,2859,1.58
2006,3,7,30,6.26,3147,1.6
2016,2,4,30,6.26,10254,1.6
2012,2,4,35,6.26,14639,1.6
2011,2,6,45,6.26,6509,1.63
2014,2,6,60,6.26,11303,1.67
2018,2,4,60,6.26,12037,1.67
2016,1,4,20,6.26,13153,1.67
2006,4,30,20,6.26,7283,1.7
2006,2,2,15,6.26,5371,1.73
2016,2,4,45,6.26,8147,1.75
2008,2,4,60,6.26,13242,1.75
2011,2,5,30,6.26,4479,1.83
2005,3,5,60,6.26,6036,1.88
2016,2,5,30,6.26,4409,1.89
2015,2,4,10,6.26,5729,1.9
2014,2,5,30,6.26,3189,1.98
2014,2,6,60,6.26,9601,2
2014,2,2,150,6.26,14891,2
2007,3,5,25,6.26,16163,2
2017,6,12,40,6.26,14643,2
2008,2,4,30,6.26,12017,2.2
2014,2,4,30,6.26,13227,2.2
2005,3,5,45,6.26,3235,2.21
2010,1,2,60,6.26,13552,2.27
2005,1,2,240,6.26,11295,2.32
2010,2,4,60,6.26,5708,2.33
2011,3,8,15,6.26,14994,2.33
2000,2,5,90,6.26,4727,2.42
2018,2,4,40,6.26,4518,2.5
2012,2,2,60,6.26,13564,2.5
2015,2,5,90,6.26,5234,2.62
2019,2,4,150,6.26,12491,2.63
2012,2,2,60,6.26,4157,2.7
2018,2,4,20,6.27,6140,1
2010,3,6,15,6.27,6950,1
2005,3,10,30,6.27,14247,1
2016,2,4,30,6.27,14461,1
2016,2,8,30,6.27,14906,1
2018,1,99,15,6.27,14580,1
2014,2,6,20,6.27,7156,1
2012,1,5,5,6.27,13452,1
2013,2,4,15,6.27,11560,1
2014,3,8,20,6.27,14518,1
2016,2,4,30,6.27,4250,1.11
2014,2,2,30,6.27,7611,1.14
2010,2,6,20,6.27,4639,1.15
2010,2,4,20,6.27,4682,1.15
2004,2,6,45,6.27,7106,1.15
2015,2,6,30,6.27,7580,1.17
2007,3,7,30,6.27,8893,1.19
2016,2,9,12,6.27,5679,1.22
2008,2,6,20,6.27,4567,1.23
2002,2,2,45,6.27,3922,1.29
2016,2,5,20,6.27,10964,1.33
2011,3,6,45,6.27,13030,1.33
2016,2,5,60,6.27,14246,1.33
2015,2,3,20,6.27,4846,1.36
2014,2,4,45,6.27,8198,1.38
2017,1,5,30,6.27,3062,1.49
2013,2,4,15,6.27,3507,1.5
2008,2,2,30,6.27,7744,1.5
2008,2,6,20,6.27,11107,1.5
2017,2,6,20,6.27,15609,1.5
2003,2,2,45,6.27,2857,1.51
2015,3,8,30,6.27,6144,1.56
2013,2,6,10,6.27,9064,1.6
2007,2,5,30,6.27,3594,1.62
2008,3,5,30,6.27,4282,1.62
2012,2,4,30,6.27,14268,1.67
2008,1,2,30,6.27,12085,1.73
2015,2,4,40,6.27,7328,1.74
2009,2,5,45,6.27,3463,1.76
2017,2,5,30,6.27,8307,1.8
2005,2,6,60,6.27,12429,1.8
2011,1,5,40,6.27,7812,1.82
2016,2,4,40,6.27,5385,1.83
2013,2,2,25,6.27,12576,1.86
2015,2,2,25,6.27,9567,1.89
2009,1,2,30,6.27,15646,1.9
2005,2,4,45,6.27,7367,1.93
2010,2,4,45,6.27,5042,1.97
2016,2,4,25,6.27,12526,2
2009,2,4,60,6.27,13040,2
2018,2,5,60,6.27,14365,2
2017,2,4,50,6.27,9751,2
2018,2,4,30,6.27,8416,2
2015,4,6,60,6.27,9728,2
2008,2,4,60,6.27,2796,2.18
2000,2,8,90,6.27,8919,2.2
2012,1,1,20,6.27,15491,2.2
2004,2,2,45,6.27,5040,2.22
2017,3,6,90,6.27,12827,2.25
2013,1,4,30,6.27,8475,2.28
2017,2,4,60,6.27,10331,2.33
2015,2,6,60,6.27,15519,2.33
2011,3,5,20,6.27,16952,2.33
2015,2,5,60,6.27,2731,2.34
2010,2,4,60,6.27,6271,2.34
2003,2,4,90,6.27,3418,2.35
2011,2,6,60,6.27,3950,2.4
2013,1,6,60,6.27,6909,2.43
2001,2,2,240,6.27,13938,2.5
2006,2,4,60,6.27,6342,2.54
2007,2,4,60,6.27,7933,2.6
2004,2,5,120,6.27,3012,2.69
2018,2,4,60,6.27,10048,2.8
2014,3,4,100,6.27,12868,2.86
2019,1,4,90,6.27,12015,3
2016,2,4,120,6.27,9669,3.2
2018,2,6,60,6.27,9719,3.2
2016,1,4,120,6.27,12810,3.5
2002,2,3,90,6.27,9787,3.57
2015,2,10,30,6.28,8207,1
2014,2,4,30,6.28,13207,1
2011,1,1,5,6.28,13680,1
2012,3,9,45,6.28,13973,1
2018,2,2,10,6.28,13707,1
2009,4,6,20,6.28,6274,1
2019,2,5,20,6.28,14464,1
2012,1,4,15,6.28,3672,1
2017,2,8,15,6.28,4238,1.11
2003,2,6,45,6.28,8583,1.11
2007,1,2,10,6.28,11841,1.14
2004,3,6,45,6.28,4490,1.15
2010,2,4,20,6.28,13208,1.2
2015,1,6,30,6.28,13368,1.2
2008,1,1,15,6.28,7523,1.22
2013,3,6,20,6.28,8842,1.25
2006,2,4,15,6.28,7053,1.28
2011,2,5,30,6.28,3100,1.32
2017,2,2,10,6.28,10423,1.33
2010,2,8,20,6.28,7693,1.38
2017,3,6,15,6.28,4658,1.43
2013,2,2,45,6.28,3885,1.45
2017,2,6,30,6.28,6077,1.5
2018,2,6,40,6.28,10591,1.5
2018,2,5,20,6.28,13467,1.5
2018,2,6,15,6.28,13712,1.5
2012,2,4,40,6.28,5695,1.56
2006,3,5,30,6.28,2901,1.59
2015,2,4,15,6.28,3423,1.67
2006,2,2,20,6.28,10058,1.67
2020,2,4,60,6.28,14713,1.67
2014,2,7,30,6.28,13737,1.78
2012,1,4,30,6.28,9881,1.79
2009,2,5,45,6.28,5253,1.82
2012,3,9,20,6.28,9970,1.86
2018,2,4,20,6.28,6731,1.88
